City,Country,Lat,Long,Pop
Kaitangata,New Zealand,-46.25,169.85,819
Russell,New Zealand,-35.27,174.12,818
Maungaturoto,New Zealand,-36.1,174.37,778
Taneatua,New Zealand,-38.07,177.02,778
Dobson,New Zealand,-42.45,171.3,772
Waikuku,New Zealand,-43.3,172.68,766
Fairlie,New Zealand,-44.09,170.83,763
Ranfurly,New Zealand,-45.13,170.1,763
Otautau,New Zealand,-46.15,168,757
Ohaeawai,New Zealand,-35.35,173.88,753
Tirau,New Zealand,-37.98,175.75,753
Southbridge,New Zealand,-43.82,172.25,747
Pauanui beach,New Zealand,-37.02,175.87,725
Mamaku,New Zealand,-38.1,176.08,719
Bombay,New Zealand,-37.17,174.98,716
Okaihau,New Zealand,-35.32,173.78,716
Hanmer springs,New Zealand,-42.52,172.82,712
Tuatapere,New Zealand,-46.13,167.68,707
Waitangi,New Zealand,-43.94,176.52,693
Matata,New Zealand,-37.88,176.75,691
Mangawhai heads,New Zealand,-36.12,174.57,682
Waimana,New Zealand,-38.15,177.08,679
Te horo,New Zealand,-40.8,175.1,666
Manutuke,New Zealand,-38.68,177.92,663
Te teko,New Zealand,-38.22,175.82,651
Wallacetown,New Zealand,-46.33,168.27,648
Roxburgh,New Zealand,-45.55,169.32,644
Rongotea,New Zealand,-40.3,175.42,638
Island view-pios beach,New Zealand,,,632
Outram,New Zealand,-45.87,170.23,632
Haruru falls,New Zealand,-35.27,174.05,623
Omapere and opononi,New Zealand,-35.53,173.38,620
Takapau,New Zealand,-40.03,176.35,604
Eketahuna,New Zealand,-40.65,175.7,601
Akaroa,New Zealand,-43.8,172.97,598
Wyndham,New Zealand,-46.33,168.85,595
Edendale,New Zealand,-46.32,168.78,592
Murchison,New Zealand,-41.8,172.33,576
Reporoa,New Zealand,-38.43,176.35,576
Te karaka,New Zealand,-38.47,177.87,573
Kaingaroa forest,New Zealand,-35.03,173.33,570
Tokomaru,New Zealand,-40.47,175.5,570
Otane,New Zealand,-39.88,176.63,567
Kaiwaka,New Zealand,-36.17,174.45,557
Waharoa,New Zealand,-37.77,175.77,551
Himatangi,New Zealand,-40.4,175.32,545
Athenree,New Zealand,-37.47,175.92,539
Okato,New Zealand,-39.2,173.88,539
Hunterville,New Zealand,-39.93,175.57,526
Kawhia,New Zealand,-38.07,174.82,526
Kerepehi,New Zealand,-37.3,175.53,520
Sefton,New Zealand,-43.25,172.67,520
Sanson,New Zealand,-40.22,175.42,514
Waitati,New Zealand,-45.75,170.57,514
Kaeo,New Zealand,-35.1,173.78,501
Te kopuru,New Zealand,-39.67,175.07,498
Seddon,New Zealand,-41.67,174.08,495
Lawrence,New Zealand,-45.92,169.7,492
Egmont village,New Zealand,-39.15,174.15,489
Havelock,New Zealand,-41.28,173.77,489
Piopio,New Zealand,-38.47,175.02,486
Pareora,New Zealand,-44.5,171.2,479
Rawene,New Zealand,-35.4,173.5,479
Tokomaru bay,New Zealand,-38.13,178.3,479
Lumsden,New Zealand,-45.73,168.45,470
Ruawai,New Zealand,-36.13,174.03,470
Karamea,New Zealand,-41.25,172.12,461
Halcombe,New Zealand,-40.15,175.5,451
Ratana,New Zealand,-40.05,175.18,442
Leigh,New Zealand,-36.28,174.82,439
Taitapu,New Zealand,-43.67,172.55,433
Urenui,New Zealand,-39,174.38,430
Kakanui,New Zealand,-45.18,170.9,427
Dunsandel,New Zealand,-43.67,172.18,417
Cust,New Zealand,-43.32,167.05,414
Ohai,New Zealand,-45.92,167.95,414
Culverden,New Zealand,-42.77,172.85,411
Karitane,New Zealand,-45.65,170.67,411
Warrington,New Zealand,-45.72,170.58,411
Cheviot,New Zealand,-42.82,173.27,405
Kurow,New Zealand,-44.73,170.47,402
Tapawera,New Zealand,-41.4,172.82,398
Te kaha,New Zealand,-37.73,177.68,386
Awanui,New Zealand,-35.05,173.25,383
Owaka,New Zealand,-46.45,169.67,380
Riversdale,New Zealand,-45.9,168.75,377
Patutahi,New Zealand,-38.62,177.9,374
Waitoa,New Zealand,-37.62,175.63,374
Meremere,New Zealand,-39.58,174.38,367
Kaponga,New Zealand,-39.43,174.15,364
Harihari,New Zealand,-43.15,170.55,361
East opua,New Zealand,-35.32,174.12,355
Night caps,New Zealand,-45.97,168.03,355
Nuhaka,New Zealand,-39.05,177.75,342
Blackball,New Zealand,-42.37,171.42,336
Clinton,New Zealand,-46.2,169.37,330
Franz josef,New Zealand,-43.4,170.18,330
Ross,New Zealand,-42.9,170.82,327
Hampden,New Zealand,-41.8,172.33,318
Lake tekapo,New Zealand,-44.02,170.5,314
Hector-ngakawau,New Zealand,-41.6,171.88,311
Rahotu,New Zealand,-39.33,173.8,308
Stirling,New Zealand,-46.25,169.78,308
Frasertown,New Zealand,-38.97,177.4,302
Omarama,New Zealand,-44.48,169.97,290
Woodlands,New Zealand,-46.37,168.55,290
Tuai,New Zealand,-38.82,177.17,280
Fox glacier,New Zealand,-43.5,170.08,265
Manapouri,New Zealand,-45.57,167.6,252
Otematata,New Zealand,-44.62,170.27,252
Mount cook,New Zealand,-43.73,170.1,243
Ohura,New Zealand,-38.83,174.98,227
