Name,State,Latitude,Longitude,Population
Mannedorf,Switzerland,47.27,8.69,9500
Weinfelden,Switzerland,47.57,9.09,9500
Belp,Switzerland,46.89,7.5,9400
Maur,Switzerland,47.35,8.67,9400
Sarnen,Switzerland,46.91,8.25,9400
Urdorf,Switzerland,47.39,8.42,9400
Veyrier,Switzerland,46.18,6.16,9400
Brugg,Switzerland,47.49,8.19,9300
Villars-sur-glane,Switzerland,46.8,7.11,9300
Bernex,Switzerland,46.19,6.08,9200
Suhr,Switzerland,47.37,8.07,9200
Wohlen,Switzerland,46.98,7.36,9200
Zollikofen,Switzerland,47.01,7.44,9200
Romanshorn,Switzerland,47.57,9.36,9100
Arlesheim,Switzerland,47.49,7.61,9000
Bassersdorf,Switzerland,47.45,8.61,9000
Gossau,Switzerland,47.31,8.76,9000
Therwil,Switzerland,47.5,7.55,8900
Wald,Switzerland,47.29,8.91,8900
Zuchwil,Switzerland,47.2,7.56,8900
Langnau,Switzerland,46.94,7.77,8800
Steinhausen,Switzerland,47.2,8.48,8800
Altdorf,Switzerland,46.89,8.64,8700
Rorschach,Switzerland,47.48,9.49,8700
Le grand-saconnex,Switzerland,46.24,6.12,8600
Lutry,Switzerland,46.51,6.66,8600
Mohlin,Switzerland,47.55,7.84,8400
Wittenbach,Switzerland,47.47,9.37,8400
Chiasso,Switzerland,45.84,9.03,8200
Embrach,Switzerland,47.51,8.6,8200
Risch,Switzerland,47.59,7.64,8200
Wattwil,Switzerland,47.31,9.08,8200
Egg,Switzerland,47.3,8.69,8100
Mels,Switzerland,47.05,8.41,8100
Sursee,Switzerland,47.17,8.09,8100
Gaiserwald,Switzerland,47.43,9.34,8000
Kirchberg,Switzerland,47.41,9.04,8000
Chene-bourg,Switzerland,46.2,6.2,7900
Schubelbach,Switzerland,47.18,8.93,7900
Aigle,Switzerland,46.32,6.95,7800
Giubiasco,Switzerland,46.18,9.01,7800
Hochdorf,Switzerland,47.17,8.29,7800
Hunenberg,Switzerland,47.17,8.42,7800
Ingenbohl,Switzerland,47,8.62,7800
Obersiggenthal,Switzerland,47.49,8.3,7800
Plan-les-ouates,Switzerland,46.17,6.12,7800
Rapperswil,Switzerland,47.24,8.83,7800
Moutier,Switzerland,47.29,7.36,7700
Niederhasli,Switzerland,47.49,8.49,7700
Oberriet,Switzerland,47.33,9.56,7700
Reinach,Switzerland,47.27,8.17,7700
Widnau,Switzerland,47.49,7.97,7700
Epalinges,Switzerland,46.56,6.67,7600
Hombrechtikon,Switzerland,47.26,8.77,7600
Lenzburg,Switzerland,47.39,8.18,7600
Naters,Switzerland,46.33,7.99,7600
Payerne,Switzerland,46.82,6.92,7600
Biberist,Switzerland,47.19,7.55,7500
Neuenhof,Switzerland,47.46,8.31,7500
Pregassona,Switzerland,46.04,8.97,7500
Stans,Switzerland,46.96,8.35,7500
Bussigny,Switzerland,46.55,6.56,7400
Unterageri,Switzerland,47.14,8.57,7300
Aadorf,Switzerland,47.49,8.9,7200
Igis,Switzerland,46.95,9.57,7100
Kilchberg,Switzerland,47.31,8.55,7100
Rothrist,Switzerland,47.3,7.9,7100
Dudingen,Switzerland,46.85,7.2,7000
Marly,Switzerland,46.78,7.16,7000
Oberentfelden,Switzerland,47.35,8.03,7000
Fallanden,Switzerland,47.37,8.64,6900
Seuzach,Switzerland,47.54,8.73,6900
Au,Switzerland,47.43,9.63,6800
Bagnes,Switzerland,46.08,7.22,6800
Collonge-bellerive,Switzerland,46.17,7.03,6800
Lachen,Switzerland,47.19,8.84,6800
Langnau,Switzerland,47.29,8.54,6800
Nidau,Switzerland,47.12,7.22,6800
Windisch,Switzerland,47.47,8.23,6800
Wollerau,Switzerland,47.2,8.72,6800
Conthey,Switzerland,46.24,7.29,6700
Crissier,Switzerland,46.55,6.58,6700
Dietlikon,Switzerland,47.44,8.62,6700
Domat,Switzerland,46.84,9.45,6700
Frutigen,Switzerland,46.58,7.65,6700
Minusio,Switzerland,46.19,8.81,6700
Saanen,Switzerland,46.5,7.26,6700
Porrentruy,Switzerland,47.43,7.06,6600
Rorschacherberg,Switzerland,47.47,9.5,6600
Sirnach,Switzerland,47.47,9,6600
Visp,Switzerland,46.29,7.88,6600
Aarburg,Switzerland,47.32,7.89,6500
Buchs,Switzerland,47.39,8.06,6400
Granichen,Switzerland,47.36,8.1,6400
Meggen,Switzerland,47.06,8.38,6400
Muri,Switzerland,47.28,8.34,6400
Ollon,Switzerland,46.3,6.99,6400
Rothenburg,Switzerland,47.1,8.27,6400
Ruswil,Switzerland,47.09,8.11,6400
Untersiggenthal,Switzerland,47.53,8.31,6400
Viganello,Switzerland,46.02,8.97,6400
Grabs,Switzerland,47.19,9.44,6300
Malters,Switzerland,47.04,8.18,6300
Wahlern,Switzerland,46.82,7.35,6300
Bolligen,Switzerland,46.98,7.48,6200
Durnten,Switzerland,47.28,8.84,6200
Mendrisio,Switzerland,45.88,8.98,6200
Trimbach,Switzerland,47.37,7.89,6200
Wangen-bruttisellen,Switzerland,47.43,8.62,6200
Bremgarten,Switzerland,47.37,8.33,6100
Collombey-muraz,Switzerland,46.27,6.94,6100
Losone,Switzerland,46.17,8.76,6100
Oberengstringen,Switzerland,47.42,8.46,6100
Rumlang,Switzerland,47.46,8.53,6100
Thal,Switzerland,47.47,9.56,6100
Dornach,Switzerland,47.47,7.61,6000
Frenkendorf,Switzerland,47.5,7.71,6000
Fully,Switzerland,46.14,7.11,6000
Bex,Switzerland,46.25,7.01,5900
Biasca,Switzerland,46.37,8.97,5900
Bubikon,Switzerland,47.28,8.82,5900
Derendingen,Switzerland,47.2,7.58,5900
Herrliberg,Switzerland,47.29,8.62,5900
Bottmingen,Switzerland,47.52,7.56,5800
Chavannes,Switzerland,46.54,6.59,5800
Glarus,Switzerland,47.05,9.06,5800
Massagno,Switzerland,46.02,8.94,5800
Neuenkirch,Switzerland,47.1,8.2,5700
Balsthal,Switzerland,47.32,7.69,5600
Birmensdorf,Switzerland,47.36,8.43,5600
Heimberg,Switzerland,46.79,7.61,5600
Herzogenbuchsee,Switzerland,47.19,7.7,5600
Menziken,Switzerland,47.26,8.18,5600
Oberuzwil,Switzerland,47.44,9.11,5600
Peseux,Switzerland,46.99,6.88,5600
Saviese,Switzerland,46.26,7.34,5600
Sissach,Switzerland,47.47,7.79,5600
Teufen,Switzerland,47.39,9.37,5600
Uetendorf,Switzerland,46.77,7.56,5600
